Financial Year,Date,Transaction ID,Supplier,Amount,Description,Category,Category Confidence,Deduction Type,Claimable Amount,Fully Deductible,R&D Candidate,R&D Confidence,R&D Reasoning,FBT Risk,Div7A Risk,Requires Documentation,Compliance Notes
FY2024-25,2024-07-19,0d6e8bcc-9c11-4ea9-bc58-eb1abc997235,,10600,Bank Transfer from Westpac Everyday Banking.,Unknown,50,Section 8-1,10600,Yes,No,50,Insufficient information to determine if this transaction relates to R&D activities. The description 'Bank Transfer from Westpac Everyday Banking' is ,No,No,Yes,Need more information to determine the nature of the expense.; Requires receipt or invoice to support the deduction.
FY2024-25,2025-01-15,4d1ea7c5-8e3f-4a63-ba94-5914616eaf68,Cloudflare,401.88,Phill,Software,75,Section 8-1,401.88,Yes,No,60,The description 'from Cloudflare - Phill' is too vague to determine if the expense relates to R&D activities. There is no information to suggest the f,No,No,Yes,Need invoice to confirm nature of service provided by Cloudflare.
FY2024-25,2024-07-07,5686eafb-3cad-4be0-92d6-ff1a49542b2d,Cassidy Ai,75.22,Phill,Professional Services,60,Section 8-1,75.22,Yes,No,60,The description 'from Cassidy Ai - Phill' is too vague to determine if the expense relates to R&D activities. There is no information to suggest the f,No,No,Yes,Requires further information to determine the nature of the service provided by Cassidy Ai to Phill.; Ensure invoice/receipt clearly describes the service.
FY2025-26,2025-07-21,3178f554-d889-4af9-b724-eaa1d91edbdc,Supabase,39.6,Phill,Software,70,Section 8-1,39.6,Yes,No,60,Insufficient information to determine if this payment to Supabase relates to R&D activities. The description 'Phill' is not informative. Further infor,No,No,Yes,Requires receipt from Supabase.; Need to confirm the nature of the Supabase service to ensure it is wholly for business purposes.
FY2024-25,2024-07-09,45a4dea2-a8da-4d47-8b61-6f0c620aac41,Skool,72.14,Phill,Professional Services,60,Section 8-1,72.14,Yes,No,60,"The description 'from Skool - Phill' is vague and provides no indication of R&D activities. Without further information, it's impossible to assess aga",No,No,Yes,Requires receipt to verify the nature of the expense.; Clarification needed on the nature of 'Skool' and 'Phill' to determine deductibility.
FY2024-25,2024-07-16,626ae1de-8fbd-487d-a118-60f7235657a6,Grammarly,91.46,Grammarly subscription,Software,90,Section 8-1,91.46,Yes,No,80,A Grammarly subscription is a standard software tool. It is unlikely to involve experimental activities for the purpose of generating new knowledge. T,No,No,Yes,Receipt required for substantiation.
FY2025-26,2025-07-11,3f603eff-07f9-499d-918d-7630e97eec8e,Netlify,60.1,Phill,Software,70,Section 8-1,60.1,Yes,No,60,Insufficient information to determine if this payment to Netlify relates to R&D activities. The description 'Phill' is not indicative of R&D. Further ,No,No,Yes,Obtain invoice from Netlify to confirm the nature of the expense.; Confirm if the expense is capital or revenue in nature.
FY2025-26,2025-08-10,42f89b7f-b9ad-4dd2-9cff-3507c5dc35d7,Bolt By Stackblitz,31.63,,Software,70,Section 8-1,31.63,Yes,No,60,Insufficient information to determine if the purchase relates to R&D activities. The description 'from Bolt By Stackblitz' is too vague.,No,No,Yes,Requires receipt to substantiate the expense.; Need to understand the nature of 'Bolt By Stackblitz' to confirm deductibility.
FY2025-26,2025-07-08,c9d4f629-58c8-4cf8-9d60-45bb269dfef7,Lovable Dover,157.39,Phill - This is an app I am using for building DRQ inspection report. ,Software,85,Section 8-1,157.39,Yes,No,75,"The description suggests the app is being used for generating inspection reports, which is likely a routine application of existing technology rather ",No,No,Yes,Ensure invoice/receipt is retained as evidence of the expense.; Confirm business use.
FY2024-25,2024-07-09,4189a946-5840-4089-a948-773494ef18e9,Seojesus.com,302.39,Phill,Marketing,75,Section 8-1,302.39,Yes,No,60,The transaction description 'from Seojesus.com - Phill' is insufficient to determine if the activity meets the R&D criteria. It appears to be a paymen,No,No,Yes,Obtain invoice from Seojesus.com to confirm the nature of services provided. Ensure the expense is wholly and exclusively for the purpose of producing assessable income.
FY2024-25,2024-07-06,f932dcc1-8a26-4967-be1e-ef4ff80f4308,United Airlines,56.78,Phill,Travel,95,Section 8-1,56.78,Yes,No,90,Travel expenses are generally not considered R&D activities unless directly related to and necessary for conducting eligible R&D activities. There is ,No,No,Yes,"Requires receipt from United Airlines to substantiate the expense.; Determine if the travel was wholly for business purposes. If there is a private component, the deduction may be limited."
FY2024-25,2024-12-24,a9333118-bd3c-4c8d-b626-c7c3d8e54c4f,Wages,1055.07,WE 251224,Wages,95,Section 8-1,1055.07,Yes,No,90,Insufficient information to determine if the wages relate to R&D activities. The description 'Wages - WE 251224' is too generic.,No,No,Yes,Requires timesheets or other documentation to support the wage expense.; Ensure wages are reasonable for the work performed.
FY2025-26,2025-10-16,f2f45fcb-1986-468b-9b2f-4f7f7c2246e3,Replit,63.99,Software creation platform,Software,95,Section 8-1,63.99,Yes,No,70,"While the transaction relates to a 'Software creation platform', there is no specific information to suggest that the use of this platform involves R&",No,No,Yes,
FY2024-25,2024-07-29,c4a83afd-1d95-4e30-b4d3-5c3a3bd788d7,Budget Bins,682,"JOB12561 Kelly & Strickland (Communicate via EMAIL) Tetevano - 21 Parthenia Street, Boondall
Job Nam",Waste Disposal,95,Section 8-1,682,Yes,No,90,The transaction relates to waste disposal services provided by Budget Bins. There is no indication that this activity involves any research and develo,No,No,Yes,
FY2024-25,2025-01-17,75d2e515-7685-49eb-b174-08966b4da45e,Commonwealth Bank Overdraft Account,10000,Repayment to Overdraft account,Finance Costs,95,Non-deductible,0,No,No,90,Repaying an overdraft is a financing activity and does not involve R&D. There is no indication of any R&D activity in the transaction description.,No,No,Yes,"Maintain bank statements as evidence of repayment.; Interest portion of the overdraft may be deductible, but this transaction only describes the repayment of principal."
FY2025-26,2025-10-28,242fed14-2d9c-4722-b521-6b60b1a930f2,BP Australia Pty Ltd,79.58,,Travel,95,Section 8-1,79.58,Yes,No,90,Purchase of fuel from BP Australia does not indicate R&D activity. No information suggests it meets the four-element test.,No,No,Yes,Ensure adequate documentation (receipt) is retained to support the deduction.; Assess private use component if applicable.
FY2024-25,2025-06-18,5eec693d-d8d3-43a2-9fc3-96e730935e42,Vercel,63.39,Ai/Apps,Software,85,Section 8-1,63.39,Yes,Yes,60,"The description 'Ai/Apps' suggests potential R&D, but lacks sufficient detail to confirm all four elements of Division 355. Without more information, ",No,No,Yes,"Confirm the nature of the 'Ai/Apps' service provided by Vercel. If related to software development, further R&D assessment may be required."
FY2024-25,2025-01-20,6fa9642e-4a45-4787-a755-80933d406d56,Paypal,17.87,Some purchase by Phill?,Unknown,60,Section 8-1,17.87,Yes,No,60,The description 'Some purchase by Phill?' is too vague to determine if it relates to R&D activities. There is no indication of systematic investigatio,No,No,Yes,Requires receipt to determine the nature of the purchase.; The vague description raises concerns about the deductibility of the expense. Further investigation is needed.
FY2024-25,2024-07-11,45ecc23e-c18d-497c-ae98-6961c0714691,Booking.Com,204.61,Car rental,Travel,95,Section 8-1,204.61,Yes,No,90,Car rental is a standard business expense and does not inherently involve R&D activities. There is no indication that the car rental was used for expe,No,No,Yes,"Ensure adequate documentation (receipt) is retained to support the deduction.; Determine if any private use occurred. If so, the deductible amount needs to be adjusted."
FY2024-25,2024-08-01,d82c2c36-4077-4d7e-99ff-f7646f217554,,20000,Bank Transfer from Westpac Tax Account.,Unknown,50,Section 8-1,0,No,No,50,Insufficient information to determine R&D eligibility. The description 'Bank Transfer from Westpac Tax Account' provides no details about the nature o,No,No,Yes,Need supplier invoice/receipt to determine the nature of the expense and its deductibility.; Requires further investigation to determine the nature of the expense.
FY2025-26,2025-07-02,0bcd976b-5915-46dc-9b26-c6435826e249,Google Cloud,188.65,Phill,Software,85,Section 8-1,188.65,Yes,No,60,The description 'from Google Cloud - Phill' is too vague to determine if the expense relates to R&D activities. There is no information to suggest the,No,No,Yes,Requires receipt from Google Cloud to substantiate the expense.; Need to understand the nature of 'Phill' to confirm business purpose.
FY2025-26,2025-12-15,b2ab9f7d-3c81-4ed0-8335-f7c63f977766,Time Out Computers Australia PTY LTD,642.46,Monthly emails and software costs ,Software,75,Section 8-1,642.46,Yes,No,60,The description 'Monthly emails and software costs' does not provide sufficient information to determine if the activity meets the R&D criteria. It ap,No,No,Yes,"Ensure invoice and payment records are retained.; Review the nature of the 'emails' to determine if any entertainment is included, which may have deduction limitations."
FY2025-26,2025-08-20,198e5a35-ee1f-442b-a217-0be6868b3064,Telstra,454.95,,Telecommunications,95,Section 8-1,454.95,Yes,No,90,Standard telecommunications expenses are unlikely to meet the R&D criteria without further information. The description 'from Telstra' does not sugges,No,No,Yes,Requires receipt from Telstra to substantiate the expense.; Ensure the expense is wholly and exclusively for business purposes.
FY2024-25,2025-01-17,d28dd452-3fdd-48b2-bd10-5b338cd9e47b,,10600,Bank Transfer from Westpac Everyday Banking.,Unknown,50,Section 8-1,0,No,No,50,Insufficient information to determine R&D eligibility. The description 'Bank Transfer from Westpac Everyday Banking' provides no details about the nat,No,No,Yes,Need detailed invoice or description to determine the nature of the expense and its deductibility.; Obtain supplier details.
FY2024-25,2024-09-11,4f39f0c7-226f-425f-bcd5-dd3eb1a35ec4,Facebook,40,Ads,Marketing,95,Section 8-1,40,Yes,No,90,Standard advertising expenditure is unlikely to meet the R&D criteria. There is no indication of experimental activities or generation of new knowledg,No,No,Yes,Keep receipt as proof of expense.
FY2024-25,2025-01-17,83f3d416-6b6b-43df-b5d8-97e830382f25,,11000,Bank Transfer to Westpac Everyday Banking.,Financial Transaction,95,Section 8-1,0,No,No,90,Insufficient information to determine R&D eligibility. The transaction description 'Bank Transfer to Westpac Everyday Banking' provides no indication ,No,No,Yes,"Requires further information to determine the nature of the bank transfer and its deductibility. Need to identify the purpose of the transfer and supporting documentation (e.g., invoice, contract)."
FY2024-25,2025-01-14,9c231d80-1f3a-44d7-900d-119ddd5006c0,House of Brews,78.55,Phill?,Entertainment,80,Section 8-1,0,No,No,90,"The transaction appears to be for entertainment purposes ('House of Brews', 'Phill?'). There is no indication of R&D activity based on the provided in",YES - REVIEW,No,Yes,Entertainment expenses require careful scrutiny to determine deductibility. May be subject to FBT if provided to employees.
FY2024-25,2025-06-18,9d0e6793-7b03-402e-b2d7-4f9d85c2c716,Vercel,63.39,Ai/Apps,Software,75,Section 8-1,63.39,Yes,Yes,60,"The description 'Ai/Apps' suggests potential R&D, but lacks sufficient detail to confirm all four elements of Division 355. It's unclear if the activi",No,No,Yes,Need to confirm the nature of 'Ai/Apps' to assess R&D eligibility.; Obtain invoice for substantiation.
FY2024-25,2025-04-28,7b8d94ac-5f3b-47e6-bd8b-68cd255fb973,Time Out Computers Australia PTY LTD,41.25,"28 Apr 2025
Task/Ticket: Password change request for Claims2@
T20250428.0001
Summary Notes: Contacte",IT Support,95,Section 8-1,41.25,Yes,No,95,Password change requests and basic IT support do not constitute R&D activities as they do not generate new knowledge or involve a systematic investiga,No,No,Yes,
FY2025-26,2025-08-11,6df6fbc2-54b0-415a-86c0-7d6b2b11564d,Reddy Express,127.79,,Travel,90,Section 8-1,127.79,Yes,No,95,"The transaction relates to 'Reddy Express', which is a delivery service. There is no indication that this transaction relates to any R&D activities. T",No,No,Yes,Ensure the expense is directly related to the business activities of Disaster Recovery Qld Pty Ltd.; Keep the receipt from Reddy Express as proof of purchase.
FY2024-25,2025-06-12,4123a92f-0944-45a0-aff1-c0c3ba96cc44,Wages,10131.93,Wages WE 110625,Wages,95,Section 8-1,10131.93,Yes,No,90,The transaction description 'Wages WE 110625' provides insufficient information to determine if the wages relate to R&D activities. Without further co,No,No,Yes,Requires timesheets or other documentation to support the wage expense.; Ensure wages are properly recorded and PAYG withholding obligations are met.
FY2024-25,2024-07-04,f5077b48-8795-4402-abf4-600b391806e6,Upwork,330.05,Phill,Professional Services,75,Section 8-1,330.05,Yes,No,60,The description 'from Upwork - Phill' is insufficient to determine if the activity meets the R&D criteria. There is no information about the nature of,No,No,Yes,Need detailed invoice or description of services provided by Phill to confirm deductibility. Ensure the expense is wholly and exclusively for business purposes.
FY2024-25,2024-07-04,78a3f154-a121-4300-93bd-a4e0c2c15e6a,Upwork,330.05,Phill,Professional Services,75,Section 8-1,330.05,Yes,No,60,Insufficient information to determine if the activity meets the R&D criteria. The description 'from Upwork - Phill' is too vague. Need more details ab,No,No,Yes,Need detailed invoice or description of services provided by Phill via Upwork to confirm deductibility and avoid potential issues.
FY2023-24,2023-11-22,8e8279ce-b963-4918-b80c-11a9d01af1bc,Susan McKinnon,275,"Call out fee inclusive of inspection, thermal imaging and reporting",Professional Services,90,Section 8-1,275,Yes,No,85,"The transaction relates to a call-out fee inclusive of inspection, thermal imaging and reporting. While thermal imaging could potentially be used in a",No,No,Yes,
FY2024-25,2025-06-12,f445c759-ecbb-4e2a-83eb-ca814dbb8f54,Adobe Acrobat,28.99,Adobe,Software,95,Section 8-1,28.99,Yes,No,90,Subscription to Adobe Acrobat is unlikely to be considered R&D. There is no indication that the software is being used for experimental activities or ,No,No,Yes,
FY2024-25,2024-07-10,c643b878-9280-4f14-9a89-36add8f5862d,,7145.72,Bank Transfer from Westpac Everyday Banking.,Unknown,50,Section 8-1,0,No,No,50,Insufficient information to determine R&D eligibility. The description 'Bank Transfer from Westpac Everyday Banking' provides no details about the nat,No,No,Yes,Need further information to determine the nature of the expense and its deductibility. Obtain invoice or supporting documentation.
FY2025-26,2025-08-01,36861e44-ec37-4bf6-babd-f3add7443e5e,Vercel,40.05,,Software,90,Section 8-1,40.05,Yes,No,60,The transaction description 'from Vercel' is insufficient to determine if the expense relates to R&D activities. It is likely a standard software subs,No,No,Yes,Requires receipt from Vercel to substantiate the expense.
FY2024-25,2025-06-11,1bfb20a8-af8d-4f76-9d01-182a4aa4f237,,1500,Bank Transfer from Westpac Everyday Banking.,Unknown,50,Section 8-1,0,No,No,60,Insufficient information to determine R&D eligibility. The description 'Bank Transfer from Westpac Everyday Banking' provides no details about the nat,No,No,Yes,Need supplier invoice/receipt to determine the nature of the expense and its deductibility.; Determine if the expense is capital or revenue in nature.
FY2023-24,2023-07-25,ce43a1ad-8adc-4afe-a419-4988ac630c31,Allianz Australia Insurance Limited,729.1,Storage - 20/07/23 to 19/08/23,Insurance,95,Section 8-1,729.1,Yes,No,90,"The transaction relates to insurance for storage, which is unlikely to be related to R&D activities. There is no indication of any R&D activity in the",No,No,Yes,Ensure the storage relates to business operations and not personal use.
FY2023-24,2023-10-18,1ed44196-03e3-4097-9b72-275efdba8580,AJ Grant Restorations Pty Ltd,99,Report Fee,Professional Services,85,Section 8-1,99,Yes,No,70,"A 'Report Fee' alone does not provide sufficient information to determine if it qualifies as R&D. There is no indication of experimental activities, g",No,No,Yes,Obtain the report to determine its nature and deductibility. Ensure the expense is wholly and exclusively for the purpose of producing assessable income.
FY2025-26,2025-08-05,062b4bc2-ed03-424b-b409-50a6c68e87ba,Github,16.04,Phill,Software,70,Section 8-1,16.04,Yes,No,60,The description 'from Github - Phill' is insufficient to determine if the activity meets the R&D criteria. It is unclear what Phill did or if it invol,No,No,Yes,Need more information to determine the nature of the expense. Request invoice and description of services provided by Phill.
FY2024-25,2024-08-28,fe1f6145-164c-49ab-b99a-d714a83409cc,Ampol Australia Pty Ltd,32.45,Fuel Account,Fuel,95,Section 8-1,32.45,Yes,No,90,Fuel purchases for vehicles are not typically considered R&D activities. There is no indication of experimental activities or generation of new knowle,No,No,Yes,Ensure adequate records (receipts) are maintained to substantiate the fuel expense.; Apportionment may be required if there is private use of the vehicles.
FY2024-25,2024-07-04,2a655687-a948-4b02-84a1-69e02bd0aa05,Bunnings,491.26,"JOB15085 SEAN - SITE MANAGER - 219 BRISBANE RD, BUNDAMBA Job Name: Private - Ipswich - Turf Club - J",Materials,95,Section 8-1,0,No,No,80,The transaction appears to be for the purchase of materials from Bunnings for a private job at the Ipswich Turf Club. There is no indication of R&D ac,No,No,Yes,"Need to determine the business use percentage of the materials purchased. If the job is private, no deduction is available."
FY2024-25,2025-01-16,21f6732a-e02d-4c7f-bf58-33c0d0e779eb,Bunnings,109,Bunnings purchases - Seth's card,Hardware,70,Section 8-1,109,Yes,No,60,"The description 'Bunnings purchases' is too vague to determine if the purchase relates to R&D activities. Without further information, it's impossible",No,No,Yes,Requires receipt from Bunnings to verify the nature of the purchase and confirm it is wholly and exclusively for business purposes.
FY2024-25,2024-07-10,e6728f60-39d6-4a1c-b918-900484b2619d,Aldi,24.78,Bronwyn,General Purchases,70,Section 8-1,24.78,Yes,No,90,The transaction description 'from Aldi - Bronwyn' does not suggest any R&D activity. It appears to be a general purchase from a supermarket.,No,No,Yes,
FY2023-24,2023-10-18,ddb63015-e689-461d-a77e-682ea08713a6,AJ Grant Restorations Pty Ltd,693,Qualified Technician - Business Hours: 08:00 - 17:30,Professional Services,90,Section 8-1,693,Yes,No,85,The transaction relates to restoration services provided by a qualified technician. There is no indication of experimental activities or generation of,No,No,Yes,Ensure invoice and SOW are retained as evidence of the expense.
FY2023-24,2023-10-10,7af368b1-0a66-46b7-83ff-6b6492c90394,AGL Electricity,503.76,Warehouse electricity Bill period: 8 Jul 2023 to 6 Oct 2023 (91 days),Utilities,95,Section 8-1,503.76,Yes,No,95,Electricity bill for a warehouse is a standard operating expense and does not involve R&D activities.,No,No,Yes,Ensure invoice is retained as evidence of expense.
FY2024-25,2024-07-12,afa694da-dd5d-4d1d-a61b-34e369fdf34e,Disaster Recovery,2720,ATO payment,Tax,95,Section 8-1,2720,Yes,No,95,Payment to the ATO is not an R&D activity.,No,No,Yes,Verify the nature of the ATO payment to ensure deductibility. Request supporting documentation from the ATO or internal records.
FY2024-25,2025-06-06,3e6acafc-bec6-4b85-b594-54e1d169fca1,Brisbane City Council,106.83,Waste disposal ,Utilities,95,Section 8-1,106.83,Yes,No,95,Waste disposal is a standard operational expense and does not involve R&D activities.,No,No,Yes,
FY2025-26,2025-12-10,d19e861d-d618-49ad-b68c-9e857218d3f8,Wages,1853.46,Wages WE 101225,Wages,95,Section 8-1,1853.46,Yes,No,80,Insufficient information to determine if wages relate to R&D activities. The description 'Wages WE 101225' provides no indication of R&D involvement.,No,No,Yes,Requires timesheets or other documentation to support the wage expense.; Ensure wages are reasonable and properly authorised.
FY2023-24,2024-06-10,52a976a9-e921-4055-bac1-db6eaaa25207,Bunnings,97.51,Phill - warehouse consumables,Consumables,90,Section 8-1,97.51,Yes,No,80,The transaction relates to 'warehouse consumables' which are unlikely to meet the criteria for R&D activities. There is no indication of experimental ,No,No,Yes,
FY2023-24,2023-09-21,be6e4766-acfe-4f31-8149-ab644b9ea5a1,Claim Central Pty Ltd ABN 61102685343,83.64,Service/Discount Fee,Professional Services,85,Section 8-1,83.64,Yes,No,60,"The transaction relates to service, admin, and report fees from Claim Central. There is no indication of R&D activity based on the provided informatio",No,No,Yes,Ensure invoice and supporting documentation are retained.
FY2023-24,2023-10-30,78eee38e-e314-44c0-ba4b-9347a9be600f,Premier Box,359.7,"JOB14368 EAGER GROUP - 1442 GYMPIE ROAD, ASPLEY
Job Name: Private - Eager Group - Aspley

Storage - ",Storage,95,Section 8-1,359.7,Yes,No,90,The transaction relates to storage rental. There is no indication that this activity involves experimental activities or generation of new knowledge. ,No,No,Yes,Ensure invoice/receipt is retained as evidence of the expense.; Confirm the storage is used wholly and exclusively for business purposes.
FY2023-24,2023-09-27,692cd281-7427-4c22-88c4-7b0636b16856,AJ Grant Restorations Pty Ltd,207.9,E2 - Electrical Item Assessment,Professional Services,90,Section 8-1,207.9,Yes,No,85,The transaction involves assessment and reporting on electrical items and inventory. This appears to be a standard service and does not demonstrate th,No,No,Yes,Ensure invoice and supporting documentation are retained.; Confirm the expense is wholly and exclusively for business purposes.
FY2024-25,2024-07-04,53100caf-47eb-4230-913b-4fad851d2982,Bunnings,44.69,Bunnings purchases - Seth's card,Hardware,70,Section 8-1,44.69,Yes,No,60,The transaction description 'Bunnings purchases - Seth's card' does not provide sufficient information to determine if the purchase relates to R&D act,No,No,Yes,"Receipt from Bunnings is required to substantiate the purchase.; Need to determine the nature of the Bunnings purchase to confirm deductibility. If it is capital in nature, it may be subject to deprec"
FY2023-24,2023-10-19,e365d322-1247-49d6-bcac-5d1dbb24f9a4,de Groots,275,Call out fee inclusive of inspection and conduct scope of works,Professional Services,95,Section 8-1,275,Yes,No,85,The transaction relates to a call-out fee for inspection and scope of works. There is no indication of experimental activities or generation of new kn,No,No,Yes,Ensure invoice and scope of works documentation is retained.
FY2025-26,2025-12-08,8b2709cc-4c10-43f6-8f3f-50fd068960fb,Just Cuts,40.15,,Personal Care,95,Section 8-1,0,No,No,95,Haircuts are not considered R&D activities. There is no indication of any research or experimentation.,No,No,Yes,Need to determine if this is a legitimate business expense. Likely private in nature and non-deductible.
FY2025-26,2025-11-17,a253418c-dc8b-4101-9998-6470f37bc4b1,Bank fee,1.1,Bank charges,Financial Services,95,Section 8-1,1.1,Yes,No,95,Bank charges are a standard business expense and do not involve R&D activities.,No,No,Yes,Retain bank statement as supporting documentation.
FY2023-24,2023-10-04,072d5b5d-1f00-4d10-af6c-bfaf201ece8a,FEN Australia Pty Ltd,1961.96,"3/10/2023

Labour (Business Hours) @ $46/hr",Repairs and Maintenance,95,Section 8-1,1961.96,Yes,No,90,The transaction appears to be for standard disaster recovery and cleaning services. There is no indication of experimental activities or generation of,No,No,Yes,"Ensure proper documentation (receipts, invoices) is maintained to support the deduction.; Confirm that the expenses are wholly and exclusively for business purposes."
FY2023-24,2023-10-04,64b9f679-0346-457a-b7c2-483bdd36ef5e,FEN Australia Pty Ltd,861.85,"Materials includes - PPE, gloves etc. plus 10% Trade

FEN advised to close the file pending furthe",Repairs and Maintenance,85,Section 8-1,861.85,Yes,No,70,The transaction appears to relate to standard disaster recovery activities. There is no indication of experimental activities aimed at generating new ,No,No,Yes,
FY2023-24,2023-09-25,861c2cca-5c8e-4bb0-b9e9-e02f18cb59bb,AJ Grant Restorations Pty Ltd,99,Report Fee,Professional Services,85,Section 8-1,99,Yes,No,70,A 'Report Fee' is unlikely to meet the R&D criteria without further information. It is not clear if the report involves experimental activities or gen,No,No,Yes,Obtain the report to determine its nature and purpose for tax deductibility. Ensure the expense is wholly and exclusively for business purposes.
FY2023-24,2023-09-28,7761ddde-1238-40d5-9376-cf19d953d5e1,AJ Grant Restorations Pty Ltd,723.25,Electrician costs,Repairs and Maintenance,95,Section 8-1,723.25,Yes,No,90,"The transaction relates to restoration work, which is unlikely to meet the criteria for R&D. There is no indication of experimental activities or gene",No,No,Yes,
FY2024-25,2025-01-20,077e9f79-9406-41a9-8019-5278b77c1f3a,Adobe Acrobat,28.99,Subscription plan Acrobat Pro DC,Software,95,Section 8-1,28.99,Yes,No,90,Subscription to Adobe Acrobat Pro DC is a standard software purchase and does not inherently involve R&D activities. It's a tool used for business ope,No,No,Yes,Keep receipt as proof of purchase.
FY2024-25,2024-07-15,74548be5-a09d-4067-a26c-b6d94485087b,BP Australia Pty Ltd,120.18,Fuel by Ben Morrish for van - didn't have BP card with him,Fuel,95,Section 8-1,120.18,Yes,No,90,The transaction is for fuel for a van. There is no indication that this activity involves R&D as defined by Division 355 of the ITAA 1997.,No,No,Yes,"Ensure adequate documentation (receipt) is retained to support the deduction.; Confirm the van is used for business purposes. If there is private use, the deduction should be apportioned."
FY2024-25,2024-07-12,213faddf-67f2-44b5-92ea-f56292ae1178,Disaster Recovery,2720,ATO payment,Tax,95,Section 8-1,2720,Yes,No,95,Payment to the ATO is not an R&D activity.,No,No,Yes,"Requires documentation to support the nature of the ATO payment (e.g., income tax, GST, PAYG withholding).; Ensure the payment relates to the business operations of Disaster Recovery Qld Pty Ltd."
FY2024-25,2024-07-20,48f64821-e89e-4e71-91fd-028c1ff7bf94,Virgin Australia,495.01,Phill,Travel,95,Section 8-1,495.01,Yes,No,90,Travel expenses are generally not considered R&D activities unless directly related to and necessary for conducting eligible R&D activities. There is ,No,No,Yes,Requires documentation to support the business purpose of the travel.; Ensure travel is not primarily for private purposes.
FY2025-26,2025-09-05,98b95424-3f36-4784-8c9f-959200a01699,Carpet Cleaners Warehouse,110,Freight for Air Scrubber,Freight,95,Section 8-1,110,Yes,No,90,Freight costs are generally not considered R&D activities. The description 'Freight for Air Scrubber' does not suggest any experimental activities or ,No,No,Yes,Keep receipt as proof of expense.
FY2024-25,2024-09-19,19beb69b-1e70-4dc9-9308-3597c5f35edf,Crawford & Co,348.46,"MRP Fee and 5.78% 1891222
",Professional Services,85,Section 8-1,348.46,Yes,No,70,"The description 'MRP Fee' is too vague to determine if it relates to R&D activities. There is no indication of experimental activities, generation of ",No,No,Yes,Obtain detailed invoice from Crawford & Co to understand the nature of the 'MRP Fee' and 5.78% charge.
FY2024-25,2025-01-16,936a6cee-1a80-46b1-b690-40a0afcce141,Replit,66.83,Software creation platform,Software,95,Section 8-1,66.83,Yes,No,60,"The transaction is for a 'Software creation platform'. While it could potentially be used for R&D activities, the description alone does not provide s",No,No,Yes,
FY2023-24,2023-10-25,7ec386a7-a5f6-4c54-822d-0f06960f1fb6,BizPort Services,165,SWMS/SOPs Working at Heights,Professional Services,95,Section 8-1,165,Yes,No,80,The transaction relates to the purchase of SWMS/SOPs for working at heights. This is a standard safety procedure and does not appear to involve any ex,No,No,Yes,Keep invoice as proof of purchase.
FY2024-25,2024-07-11,b1e908a4-b145-4020-a119-ac0ebdee6420,Trillion Netfleet,359.4,Phill,Professional Services,60,Section 8-1,359.4,Yes,No,50,The description 'from Trillion Netfleet - Phill' is insufficient to determine if the expense relates to R&D activities. There is no information to ass,No,No,Yes,Requires detailed invoice or description to determine the nature of services provided by Trillion Netfleet to assess deductibility and potential FBT or Division 7A implications.
FY2024-25,2024-07-22,bcbbe988-c9d1-449a-9dc6-1b5f87e67046,Claude.Ai,33.9,Subscriptions,Software,85,Section 8-1,33.9,Yes,No,70,"Subscription to Claude.Ai is unlikely to be considered R&D. It is a commercially available AI tool. While it may be used *in* R&D, the subscription it",No,No,Yes,Ensure invoice/receipt is retained as evidence of the expense.
FY2024-25,2025-01-18,d6bba66d-2c6e-4f31-8715-598d674e5fc7,Skool,31.61,Phill,Professional Services,60,Section 8-1,31.61,Yes,No,60,Insufficient information to determine R&D eligibility. The description 'from Skool - Phill' and the line item 'Phill' are too vague to assess against ,No,No,Yes,Need more information to determine the nature of the expense. Request invoice or further details from Skool.; Ensure expense is wholly and exclusively for business purposes.
FY2025-26,2025-11-26,a0b1b20e-9dd6-4994-8ddb-618249b41db6,Wages,1853.46,Wages WE 261125,Wages,95,Section 8-1,1853.46,Yes,No,70,Insufficient information to determine if wages relate to R&D activities. The description 'Wages WE 261125' provides no indication of R&D involvement.,No,No,Yes,Requires timesheets or other documentation to support the wage expense.; Need to confirm the nature of work performed to ensure deductibility.
FY2025-26,2025-12-03,3effd8fc-38d6-432a-800c-cddcbe5b6432,Wages,1890.31,Wages WE 031225,Wages,95,Section 8-1,1890.31,Yes,No,60,Insufficient information to determine if wages relate to R&D activities. The description 'Wages WE 031225' provides no indication of R&D involvement.,No,No,Yes,Requires timesheets or other documentation to support the wage expense.; Ensure wages are reasonable for the work performed.
FY2023-24,2023-09-19,a234767e-7dbd-4702-ae6f-5d7fc9dcff53,Claim Central Pty Ltd ABN 61102685343,120.24,Labour,Professional Services,90,Section 8-1,120.24,Yes,No,70,"The transaction involves labour, materials (PPE, gloves), and assessment/reporting services. While 'Assess and report' could potentially involve some ",No,No,Yes,
FY2023-24,2023-10-04,c436897f-f6bb-4c2a-9fd2-94192b3e22d7,Claim Central Pty Ltd ABN 61102685343,5128.42,Disposal,Repairs and Maintenance,85,Section 8-1,5128.42,Yes,No,70,"The transaction appears to relate to standard cleaning and disposal services, not activities generating new knowledge or applying scientific methods. ",No,No,Yes,"Ensure proper documentation (invoice, SOW) is retained to support the deduction.; Confirm that the expense relates to the business operations of Disaster Recovery Qld Pty Ltd."
