Financial Year,Date,Transaction ID,Supplier,Amount,Description,Category,Category Confidence,Deduction Type,Claimable Amount,Fully Deductible,R&D Candidate,R&D Confidence,R&D Reasoning,FBT Risk,Div7A Risk,Requires Documentation,Compliance Notes
FY2023-24,2023-12-20,f7a18dd3-6c57-4c3c-a865-69463e2ff4bc,Optus,51.2,Optus mobile,Telecommunications,95,Section 8-1 ITAA 1997 - general deduction,51.2,Yes,No,10,"The transaction description 'Optus mobile' does not contain any evidence of technical uncertainty, systematic investigation, generation of new knowled",No,No,Yes,
FY2023-24,2023-11-27,a2dd2103-1c14-46e5-8183-8103a45acb8c,Disaster Recovery QLD Pty Ltd,1045.21,October Management fee,Management Fees,95,Section 8-1 ITAA 1997 - general deduction,1045.21,Yes,No,90,"The transaction description 'October Management fee' does not contain any evidence of technical uncertainty, systematic investigation, generation of n",No,No,Yes,Ensure invoice and supporting documentation are retained to substantiate the management fee expense. s 8-1 ITAA 1997 allows a deduction for expenses incurred in gaining or producing assessable income.
FY2023-24,2024-03-21,79031964-ca6b-4e8f-ac78-5218805ee5cd,Disaster Recovery QLD Pty Ltd,4558.63,March 2024 Mangement Fee,Professional Services,95,Section 8-1 ITAA 1997 - general deduction,4558.63,Yes,No,90,"The transaction is for a 'Management Fee' which does not indicate any R&D activity. There is no evidence of technical uncertainty, systematic investig",No,No,Yes,Ensure the management fee is commercially reasonable and properly documented to support its deductibility under s 8-1 ITAA 1997.
FY2023-24,2024-02-21,565bd8c4-34a1-417e-a609-00c93b5fe8f1,Disaster Recovery QLD Pty Ltd,4558.63,February 2024 Mangement Fee,Professional Services,95,Section 8-1 ITAA 1997 - general deduction,4558.63,Yes,No,90,The transaction description 'February 2024 Management Fee' does not contain any indication of R&D activities as defined under Division 355 of ITAA 199,No,No,Yes,Ensure invoice and contract support the management fee. s 8-1 ITAA 1997 allows a deduction for expenses incurred in gaining or producing assessable income.
FY2023-24,2023-10-21,b1f5f7fd-6fa2-4000-b16e-c3018494c4ae,Disaster Recovery QLD Pty Ltd,4949.66,October 2023 Mangement Fee,Professional Services,95,Section 8-1 ITAA 1997 - general deduction,4949.66,Yes,No,5,"The transaction description 'October 2023 Management Fee' does not contain any evidence of technical uncertainty, systematic investigation, generation",No,No,Yes,Ensure invoice and contract support the management fee. s 8-1 ITAA 1997 allows a deduction for expenses incurred in gaining or producing assessable income or necessarily incurred in carrying on a busi
FY2022-23,2022-10-27,6d50d98f-686b-4df4-8f75-47568c989101,Disaster Recovery QLD Pty Ltd,9538.13,October Management fee,Management Fees,95,Section 8-1 ITAA 1997 - general deduction,9538.13,Yes,No,90,"The transaction is for a 'Management fee'. There is no indication of R&D activity, technical uncertainty, systematic investigation, or generation of n",No,No,Yes,Ensure the management fee is commercially reasonable and properly documented to support its deductibility under s 8-1 ITAA 1997. The expense must be incurred in gaining or producing assessable income 
FY2022-23,2023-02-13,f145cdad-5fe6-41fb-a3ee-49c99334f3f7,St George,833.39,Repayment,Finance Costs,95,Section 8-1 ITAA 1997 - general deduction,833.39,Yes,No,90,The transaction description 'Repayment' does not contain any evidence of R&D activities. It is a standard loan repayment and does not meet the criteri,No,No,Yes,Requires loan agreement and repayment schedule to verify deductibility under s 8-1 ITAA 1997. The expense is deductible because it is incurred in gaining or producing assessable income or necessarily 
FY2022-23,2022-10-21,bfb59a76-a121-4e37-ac15-6ff94d521795,Optus,47.2,Optus mobile,Telecommunications,95,Section 8-1 ITAA 1997 - general deduction,47.2,Yes,No,95,The transaction description 'Optus mobile' does not contain any information suggesting R&D activities. It appears to be a standard mobile phone bill. ,No,No,Yes,
FY2025-26,2025-08-01,227eaec3-e8c3-4780-98c4-7f196598bde6,Westpac Bank,10,monthly fee,Financial Services,95,s 8-1 ITAA 1997 - general deduction,10,Yes,No,100,"The transaction is a monthly bank fee. There is no indication of R&D activity based on the description. Therefore, it does not meet the criteria for D",No,No,Yes,Deductible under s 8-1 ITAA 1997 as it is a business expense. The transaction description 'monthly fee' indicates it is an expense incurred in carrying on a business for the purpose of gaining or prod
FY2024-25,2025-03-26,13f49f54-6bd1-4dd6-9832-8e51bae5373e,Optus,51.2,Optus mobile,Telecommunications,95,Section 8-1 ITAA 1997 - general deduction,51.2,Yes,No,90,"The transaction relates to a standard Optus mobile bill. There is no indication of R&D activity, technical uncertainty, systematic investigation, or g",No,No,Yes,
FY2024-25,2025-02-10,007adcb7-54ea-46f9-8b17-f4d3251377be,St George,1068.21,Loan Repayment ,Finance Costs,95,Section 8-1 ITAA 1997 - general deduction,1068.21,Yes,No,90,"The transaction is a loan repayment to St George. There is no indication of R&D activity based on the transaction description. Therefore, it does not ",No,No,Yes,
FY2024-25,2024-12-09,9a0ad93b-18ad-47e9-973d-f5dcc4eed8d7,St George,1068.21,Loan Repayment ,Finance Costs,95,s 8-1 ITAA 1997 - general deduction,1068.21,Yes,No,90,The transaction description 'Loan Repayment' does not contain any evidence of R&D activities as defined in Division 355 of the ITAA 1997. There is no ,No,No,Yes,Requires loan agreement and repayment schedule to verify deductibility of interest component. The principal component of the loan repayment is not deductible.
FY2024-25,2024-11-01,b38f1c48-cbf7-43aa-b423-4e676880ac69,Westpac Bank,10,monthly fee,Bank Fees,95,Section 8-1 ITAA 1997 - general deduction,10,Yes,No,90,"The transaction is a standard 'monthly fee' from Westpac Bank. There is no indication of R&D activity based on the transaction description. Therefore,",No,No,Yes,Deductible under s 8-1 ITAA 1997 as a general business expense. The transaction description 'monthly fee' indicates a standard business expense. Requires bank statement or receipt as documentation.
FY2024-25,2024-08-20,e762ec7e-29ee-404f-b820-97fbdbd590f9,Optus,51.2,Optus mobile,Communication,95,Section 8-1 ITAA 1997 - general deduction,51.2,Yes,No,95,The transaction description 'Optus mobile' does not contain any information suggesting R&D activities. There is no indication of technical uncertainty,No,No,Yes,
FY2024-25,2025-05-01,b8ab77ea-285d-426e-ac76-49e18e3d6f52,Westpac Bank,10,monthly fee,Bank Fees,95,s 8-1 ITAA 1997 - general deduction,10,Yes,No,95,"The transaction description 'monthly fee' from Westpac Bank does not contain any evidence of technical uncertainty, systematic investigation, generati",No,No,Yes,Deductible under s 8-1 ITAA 1997 as it is incurred in gaining or producing assessable income or necessarily incurred in carrying on a business for that purpose. The transaction description 'monthly fe
FY2023-24,2024-03-11,1680c1c5-f301-4f81-b748-f67f4bb9d9cd,St George,833.39,Repayment,Finance Costs,95,Section 8-1 ITAA 1997 - general deduction,833.39,Yes,No,100,"The transaction is a loan repayment. There is no indication of R&D activity based on the provided information. Therefore, it does not meet the criteri",No,No,Yes,Requires loan agreement and repayment schedule to verify deductibility of interest component under s 8-1 ITAA 1997.
FY2023-24,2024-02-20,339dee31-3712-412c-a6c3-6ce7a4102bd2,Optus,51.2,Optus mobile,Telecommunications,95,Section 8-1 ITAA 1997 - general deduction,51.2,Yes,No,95,"The transaction description 'Optus mobile' does not contain any evidence of technical uncertainty, systematic investigation, generation of new knowled",No,No,Yes,
FY2023-24,2024-02-19,ce366a54-845c-4984-a364-b45d052a1e6d,Bronwyn McGurk,8000,Payment Bronwyn McGurk,Professional Services,70,Section 8-1 ITAA 1997 - general deduction,8000,Yes,No,50,The transaction description 'Payment Bronwyn McGurk' does not contain any information to suggest that the payment relates to R&D activities as defined,No,No,Yes,
FY2023-24,2024-04-09,439eee39-3600-4da8-a9df-8223297214ec,St George,1068.21,Loan Repayment ,Finance Costs,95,Section 8-1 ITAA 1997 - general deduction,1068.21,Yes,No,90,"The transaction is a loan repayment to St George. There is no indication of R&D activity based on the provided description. Therefore, it does not mee",No,No,Yes,Maintain loan documentation to support the deduction. s 8-1 ITAA 1997 allows a deduction for expenses incurred in gaining or producing assessable income or necessarily incurred in carrying on a busine
FY2023-24,2023-09-01,d37fd43a-2b91-43e3-8839-9b35c3eb2d78,Westpac Bank,10,monthly fee,Bank Fees,95,Section 8-1 ITAA 1997 - general deduction,10,Yes,No,95,The transaction is a standard 'monthly fee' from Westpac Bank. There is no indication of R&D activity based on the provided information. It does not m,No,No,Yes,Receipt required to substantiate the expense. s 8-1 ITAA 1997 allows a deduction for expenses incurred in gaining or producing assessable income or necessarily incurred in carrying on a business for t
FY2023-24,2023-11-01,8c9623bd-5535-421e-a339-4e85e8ca71a1,Westpac Bank,10,monthly fee,Banking Fees,95,Section 8-1 ITAA 1997 - general deduction,10,Yes,No,95,"The transaction is a monthly bank fee. There is no indication of R&D activity based on the provided information. Therefore, it does not meet the crite",No,No,Yes,
FY2023-24,2024-04-02,dffbf7d9-32ff-4225-9fb1-bc92daff654f,Westpac Bank,10,monthly fee,Financial Services,95,Section 8-1 ITAA 1997 - general deduction,10,Yes,No,100,"The transaction is a monthly bank fee. There is no indication of R&D activity based on the provided description. Therefore, it does not meet the crite",No,No,Yes,Receipt required to substantiate the expense. s 8-1 ITAA 1997 allows a deduction for expenses incurred in gaining or producing assessable income or necessarily incurred in carrying on a business for t
FY2023-24,2023-10-11,7922f57e-f3d7-4095-83a7-252cb14ebdbd,St George,833.39,Repayment,Finance Costs,95,Section 8-1 ITAA 1997 - general deduction,833.39,Yes,No,95,The transaction description 'Repayment' does not contain any evidence of R&D activities as defined under Division 355 of ITAA 1997. There is no indica,No,No,Yes,Requires loan agreement and repayment schedule to verify deductibility of interest component. The principal repayment is not deductible. Only the interest component is deductible under s 8-1 ITAA 1997
FY2023-24,2023-12-27,e4f89f3f-27f1-4a0c-8d12-241c5c540660,Disaster Recovery QLD Pty Ltd,3447.95,October Management fee,Professional Services,90,Section 8-1 ITAA 1997 - general deduction,3447.95,Yes,No,95,"The transaction is for a 'Management fee'. There is no indication of R&D activity, technical uncertainty, systematic investigation, or generation of n",No,No,Yes,Ensure invoice is retained as evidence of expense. s 8-1 ITAA 1997 allows a deduction for losses and outgoings to the extent they are incurred in gaining or producing assessable income or are necessar
FY2023-24,2024-02-27,853e9ea8-5b66-499d-b533-3ea4ca0fa965,Disaster Recovery QLD Pty Ltd,3447.95,Management fee,Professional Services,90,Section 8-1 ITAA 1997 - general deduction,3447.95,Yes,No,95,The transaction is a 'Management fee' from 'Disaster Recovery QLD Pty Ltd'. There is no indication of R&D activity based on the transaction descriptio,No,No,Yes,
FY2023-24,2024-03-15,dba62947-f7c6-4068-869c-8812264cd054,Mercedes Finance,1182.9,Repayment ,Finance Costs,95,Section 8-1 ITAA 1997 - general deduction,1182.9,Yes,No,95,"The transaction is a repayment to Mercedes Finance. There is no indication of R&D activity based on the provided information. Therefore, it does not m",No,No,Yes,
FY2023-24,2024-05-09,4e0f376b-c049-4395-9115-c948f9144037,St George,1068.21,Loan Repayment ,Finance Costs,95,Section 8-1 ITAA 1997 - general deduction,1068.21,Yes,No,95,"The transaction relates to a 'Loan Repayment'. There is no indication of R&D activity based on the provided information. Therefore, it does not meet t",No,No,Yes,Deductible under s 8-1 ITAA 1997 if the loan was used for income-producing purposes. Documentation required to support the purpose of the loan.
FY2023-24,2024-06-03,f972b3d8-4249-4e5a-9506-b4d9fa9d2c2a,Westpac Bank,10,monthly fee,Banking Fees,95,Section 8-1 ITAA 1997 - general deduction,10,Yes,No,95,"The transaction relates to a standard monthly bank fee. There is no indication of R&D activity based on the transaction description. Therefore, it doe",No,No,Yes,
FY2023-24,2023-10-02,63b99a7f-9e63-40e3-b17e-cbedece55c47,Westpac Bank,10,monthly fee,Bank Fees,95,Section 8-1 ITAA 1997 - general deduction,10,Yes,No,95,"The transaction is a standard 'monthly fee' from Westpac Bank. There is no indication of R&D activity, technical uncertainty, or systematic investigat",No,No,Yes,
FY2023-24,2023-07-10,6e9a5c6c-11b7-4249-9af7-d004500b89a1,St George,1068.21,Loan Repayment ,Loan Repayment,95,Section 8-1 ITAA 1997 - general deduction,1068.21,Yes,No,95,The transaction description 'Loan Repayment' does not contain any information to suggest that it is related to R&D activities. There is no indication ,No,No,Yes,
FY2023-24,2023-10-23,91c2c579-557f-443b-91d4-5febc4f941e3,Optus,51.2,Optus mobile,Communication,95,Section 8-1 ITAA 1997 - general deduction,51.2,Yes,No,90,"The transaction description 'Optus mobile' does not contain any evidence of technical uncertainty, systematic investigation, generation of new knowled",No,No,Yes,
FY2023-24,2023-12-11,bdbb8081-97ff-42ae-bb89-aeab4cffc21c,St George,1068.21,Loan Repayment ,Finance Costs,95,Section 8-1 ITAA 1997 - general deduction,1068.21,Yes,No,100,The transaction description 'Loan Repayment' does not contain any evidence of R&D activities. It is a standard financial transaction.,No,No,Yes,
FY2023-24,2023-11-16,7b815fd1-7992-4ff1-a9f6-2bc26d04ffe7,Mercedes Finance,1182.9,Repayment ,Finance Costs,95,Section 8-1 ITAA 1997 - general deduction,1182.9,Yes,No,90,"The transaction relates to a 'Repayment' to 'Mercedes Finance'. There is no indication of R&D activity based on the provided description. Therefore, i",No,No,Yes,"Deductible via cents per km (85c/km max 5,000km) or logbook method"
FY2022-23,2022-11-01,34fef9f6-38bc-46c1-97d6-d18a50398b07,Westpac Bank,10,monthly fee,Banking Fees,95,Section 8-1 ITAA 1997 - general deduction,10,Yes,No,95,"The transaction relates to a standard monthly bank fee. There is no indication of R&D activity based on the transaction description. Therefore, it doe",No,No,Yes,
FY2022-23,2022-11-09,199a4bb9-f125-4e69-9089-ca63702ec9d9,St George,1068.21,Loan Repayment ,Finance Costs,95,Section 8-1 ITAA 1997 - general deduction,1068.21,Yes,No,95,"The transaction is a loan repayment to St George. There is no indication of R&D activity based on the provided information. Therefore, it does not mee",No,No,Yes,
FY2022-23,2022-11-28,3976ef3d-05b1-4828-96bf-d166588c750c,Metro,1059.71,Loan repayment,Loan Repayment,95,Not Deductible,0,No,No,95,The transaction description 'Loan repayment' does not contain any information suggesting R&D activities as defined under Division 355 of the ITAA 1997,No,No,Yes,Documentation required to verify the nature of the loan and repayment schedule.
FY2022-23,2022-12-28,f2758cc5-5eac-4141-b735-7a9271d4cc56,Metro,1059.71,Loan repayment,Loan Repayment,95,Not Deductible,0,No,No,5,The transaction description 'Loan repayment' does not contain any information suggesting R&D activities as defined under Division 355 of the ITAA 1997,No,YES - REVIEW,Yes,"Requires documentation to verify the nature of the loan and ensure it is not a disguised distribution to shareholders, potentially triggering Division 7A ITAA 1936."
FY2022-23,2023-01-16,6ee6001d-1360-4207-a007-79d98e1e8459,Westpac Bank,845,Principle,Finance Costs,95,Not Deductible,0,No,No,95,"The transaction relates to a loan principle repayment. There is no indication of R&D activity based on the provided description. Therefore, it does no",No,No,Yes,Requires loan agreement for verification.
FY2022-23,2022-09-12,c73c0e18-d7f2-40b1-9e22-0e67e3f0ff48,St George,833.39,Repayment,Finance Costs,95,Section 8-1 ITAA 1997 - general deduction,833.39,Yes,No,95,"The transaction description 'Repayment' does not contain any information suggesting R&D activities. There is no indication of technical uncertainty, s",No,No,Yes,Deductible under s 8-1 ITAA 1997 as a general deduction if the loan was used for income-producing purposes. Documentation required to verify the purpose of the loan.
FY2022-23,2022-10-24,7dee91d3-d20e-4ee3-bc39-0d280ed88ed1,Westpac Bank,561,Principle payment,Finance Costs,95,Not Deductible - Principle Payment,0,No,No,95,"The transaction is a 'Principle payment' to Westpac Bank. This does not indicate any R&D activity. Therefore, it does not meet the criteria for Divisi",No,No,Yes,Documentation required to verify the nature of the loan and the purpose of the principle payment.
FY2022-23,2023-01-03,023053f0-6996-4f59-ab4b-0c82173c23e3,Westpac Bank,10,monthly fee,Bank Fees,95,Section 8-1 ITAA 1997 - general deduction,10,Yes,No,95,"The transaction is a monthly bank fee. There is no indication of R&D activity based on the provided information. Therefore, it does not meet the crite",No,No,Yes,
FY2022-23,2022-08-22,aaf13d54-395e-47f8-b984-6982e5c0b73e,DEBIT CARD PURCHASE Audible*CH5WL2803Amzn.com bil USA,22.45,Subscription,Software,75,Section 8-1 ITAA 1997 - general deduction,22.45,Yes,No,60,The transaction description 'Subscription' to Audible does not provide sufficient evidence to suggest that this purchase relates to any R&D activities,No,No,Yes,Must relate to current income-earning activity
FY2022-23,2022-07-12,f3c8f987-ee9b-4e68-a946-45167b4b24d2,WESTPAC BANKING CORPORATION,679.91,Principle,Finance Costs,95,Section 8-1 ITAA 1997 - general deduction,679.91,Yes,No,95,The transaction description 'Principle' from WESTPAC BANKING CORPORATION does not contain any information suggesting R&D activities. It appears to be ,No,No,Yes,Requires loan agreement and repayment schedule to verify deductibility of interest component. s 8-1 ITAA 1997 allows a deduction for losses and outgoings to the extent they are incurred in gaining or 
FY2022-23,2022-07-27,d39a5445-f400-40de-b720-5f621fdb831b,Metro,1059.71,Loan repayment,Loan Repayment,95,Not Applicable,0,No,No,95,The transaction description 'Loan repayment' does not contain any evidence of R&D activities as defined under Division 355 of the ITAA 1997. There is ,No,No,Yes,Documentation required to verify the nature of the loan and repayment schedule.
FY2022-23,2022-08-01,6cdc3061-ebc9-46f7-9a25-db5c0984ed0c,Westpac Bank,787.98,Principle,Finance Costs,95,Non-deductible,0,No,No,5,"The transaction relates to a loan principle repayment. There is no indication of R&D activity based on the provided information. Therefore, it does no",No,No,Yes,Loan principal repayments are generally not deductible for tax purposes as they are considered capital in nature. s 8-1 ITAA 1997 allows for deductions of expenses incurred in gaining or producing ass
FY2022-23,2022-10-03,eddd5ecc-8fb9-42b8-9b10-9ed0dd456973,Westpac Bank,10,monthly fee,Bank Fees,95,Section 8-1 ITAA 1997 - general deduction,10,Yes,No,90,"The transaction is a standard 'monthly fee' from Westpac Bank. There is no indication of R&D activity, technical uncertainty, or systematic investigat",No,No,Yes,
FY2022-23,2022-11-21,9664f11f-c131-468e-919a-b2d2b4f3ebf3,Westpac Bank,561,Principle payment,Finance Costs,95,Non-deductible,0,No,No,95,The transaction description 'Principle payment' does not contain any evidence of R&D activities as defined under Division 355 of the ITAA 1997. There ,No,No,Yes,Principal payments on loans are generally not deductible as they are considered capital in nature. Only the interest component of the loan repayment is typically deductible under s 8-1 ITAA 1997 if th
FY2022-23,2022-11-21,9b7a8e9d-74b0-4a35-be5e-b3d5b44a0428,BP Australia Pty Ltd,20.65,Monthly charge,Fuel,95,Section 8-1 ITAA 1997 - general deduction,20.65,Yes,No,95,The transaction description 'Monthly charge' from BP Australia Pty Ltd does not provide any evidence of R&D activities as defined under Division 355 o,No,No,Yes,"Vehicle/motor vehicle: Deductible via cents per km (85c/km max 5,000km) or logbook method"
FY2022-23,2023-01-16,d6fe52cc-f3b8-4641-b117-fa5176ff1c73,"PAYMENT BY AUTHORITY TO MERCEDES-BENZ FINANCIAL SERVICES AUSTRALMB Financial,CONTRACT 461644",1182.9,Repayment ,Finance,95,Section 8-1 ITAA 1997 - general deduction,1182.9,Yes,No,100,"The transaction description indicates a repayment to Mercedes-Benz Financial Services for a contract. There is no indication of R&D activity, technica",No,No,Yes,"Deductible via cents per km (85c/km max 5,000km) or logbook method. The repayment relates to a motor vehicle, so the deduction is subject to the rules for motor vehicle expenses. The expense is deduct"
FY2022-23,2023-04-14,432c27bd-87b2-4776-826b-3b0bfa4c09a8,Mercedes Finance,1182.9,Repayment ,Finance,95,Section 8-1 ITAA 1997 - general deduction,1182.9,Yes,No,95,The transaction relates to a 'Repayment' to 'Mercedes Finance'. There is no indication of R&D activity based on the transaction description. Therefore,No,No,Yes,
FY2022-23,2023-04-11,25563330-9ac3-4fd3-90c0-1fde49660e81,St George,1068.21,Loan Repayment ,Finance Costs,95,Section 8-1 ITAA 1997 - general deduction,1068.21,Yes,No,90,The transaction description 'Loan Repayment' does not contain any evidence of R&D activities as defined under Division 355 of ITAA 1997. There is no i,No,No,Yes,Requires loan agreement and repayment schedule to verify deductibility of interest component. The principal portion of the loan repayment is not deductible.
FY2022-23,2023-06-12,c3373ff1-db92-46ab-a618-3f6cccef9eb1,St George,833.39,Repayment,Finance Costs,95,Section 8-1 ITAA 1997 - general deduction,833.39,Yes,No,90,The transaction description 'Repayment' does not contain any information suggesting R&D activities. It is a standard loan repayment.,No,No,Yes,Requires loan agreement and repayment schedule to verify deductibility under s 8-1 ITAA 1997. The repayment must be for a loan used to generate assessable income.
FY2022-23,2023-05-22,801a091b-617a-46a1-bb14-4e3ae00cbf6d,Optus,47.2,Optus mobile,Telecommunications,95,Section 8-1 ITAA 1997 - general deduction,47.2,Yes,No,95,The transaction description 'Optus mobile' does not contain any information suggesting R&D activities. It appears to be a standard mobile phone bill. ,No,No,Yes,Receipt required to substantiate the expense.; Deductible under s 8-1 ITAA 1997 if incurred in gaining or producing assessable income or necessarily incurred in carrying on a business for that purpose
FY2022-23,2023-06-21,35879b1c-7286-43f9-b8fd-5681504bad4e,Optus,47.2,Optus mobile,Communication,95,Section 8-1 ITAA 1997 - general deduction,47.2,Yes,No,95,The transaction description 'Optus mobile' does not contain any evidence of R&D activities as defined in Division 355 of ITAA 1997. There is no indica,No,No,Yes,
FY2022-23,2023-06-16,f1763664-eac3-44cc-b6cc-8752ce6e576a,Mercedes Finance,1182.9,Repayment ,Finance,95,Section 8-1 ITAA 1997 - general deduction,1182.9,Yes,No,90,The transaction description 'from Mercedes Finance - Repayment' does not contain any evidence of R&D activities as defined under Division 355 of the I,No,No,Yes,"Deductible via cents per km (85c/km max 5,000km) or logbook method"
FY2022-23,2022-08-21,c5324b3c-6af3-49a1-a05c-727f1abfbbce,Disaster Recovery QLD Pty Ltd,9538.13,August 2022 Mangement Fee,Professional Services,95,Section 8-1,9538.13,Yes,No,90,"The transaction is for 'August 2022 Management Fee'. There is no indication of R&D activity, technical uncertainty, systematic investigation, or gener",No,No,Yes,"Deductible under s 8-1 ITAA 1997 - general deduction, provided the expense was necessarily incurred in carrying on a business for the purpose of gaining or producing assessable income. Substantiation "
FY2022-23,2022-12-14,26d3e1c1-dcc3-4759-a278-e669258263d6,Westpac Bank,845,Principle,Finance Costs,95,Not Deductible,0,No,No,95,"The transaction relates to a loan principle repayment. There is no indication of R&D activity based on the provided description. Therefore, it does no",No,No,Yes,Maintain loan documentation for verification purposes.
FY2022-23,2022-08-22,0bf7e854-afae-4263-8327-fdf97f8727c4,BP Australia Pty Ltd,8.8,Monthly charge,Fuel,95,Section 8-1,8.8,Yes,No,5,The transaction description 'Monthly charge' from BP Australia Pty Ltd does not contain any information suggesting R&D activities. There is no indicat,No,No,Yes,
FY2022-23,2022-08-22,b447b505-49a8-4814-99ba-5d34a9f522f9,Westpac Bank,561,Principle payment,Finance Costs,95,Not Deductible,0,No,No,95,"The transaction is a principle payment to Westpac Bank. There is no indication of R&D activity based on the provided information. Therefore, it does n",No,No,Yes,Principal payments are generally not deductible as they are considered capital in nature. Interest payments may be deductible under s 8-1 ITAA 1997 if the loan is used for income-producing purposes. D
FY2022-23,2022-10-14,31c55b36-1ab2-4985-acf4-6a56bceb9993,"PAYMENT BY AUTHORITY TO MERCEDES-BENZ FINANCIAL SERVICES AUSTRALMB Financial,CONTRACT 461644",1182.9,Repayment ,Vehicle,90,Section 8-1 ITAA 1997 - general deduction,1182.9,Yes,No,100,The transaction relates to a repayment under a finance contract for a Mercedes-Benz vehicle. There is no indication of R&D activity based on the trans,No,No,Yes,"Deductible via cents per km (85c/km max 5,000km) or logbook method; Requires logbook or other evidence to substantiate business use percentage. s 8-1 ITAA 1997 allows deduction for expenses incurred i"
FY2022-23,2022-09-30,ef5739e3-3895-4715-88d2-17d8654f67f9,Westpac Bank,787.98,Principle,Finance Costs,95,Non-deductible,0,No,No,95,"The transaction relates to a loan principle repayment. There is no indication of R&D activity based on the provided description. Therefore, it does no",No,No,Yes,Principal repayments are generally not deductible under s 8-1 ITAA 1997 as they are considered capital in nature. Documentation such as the loan agreement is required to confirm the nature of the loan
FY2022-23,2022-10-11,545d086c-5bcc-4e52-89e4-a8d284955b5d,St George,833.39,Repayment,Finance Costs,95,Section 8-1 ITAA 1997 - general deduction,833.39,Yes,No,90,"The transaction is a loan repayment to St George. There is no indication of R&D activity based on the provided description. Therefore, it does not mee",No,No,Yes,Documentation required to support the loan and its purpose. The deduction is allowable under s 8-1 ITAA 1997 as it is incurred in gaining or producing assessable income or necessarily incurred in carr
FY2022-23,2022-07-14,40ebada9-c485-4ff9-9571-f8ac798a38d9,Westpac Bank,845,Principle,Finance Costs,95,Non-deductible,0,No,No,95,"The transaction relates to a loan principle repayment. There is no indication of R&D activity based on the provided description. Therefore, it does no",No,No,Yes,Maintain loan documentation for verification purposes.
FY2022-23,2022-08-11,8d150fa4-825a-4096-a680-6d44c7229df7,St George,833.39,Repayment,Finance Costs,95,Section 8-1 ITAA 1997 - general deduction,833.39,Yes,No,95,"The transaction is a loan repayment to St George. There is no indication of R&D activity based on the provided description. Therefore, it does not mee",No,No,Yes,Requires loan agreement and repayment schedule to verify deductibility under s 8-1 ITAA 1997. The expense is deductible to the extent it is incurred in gaining or producing assessable income or is nec
FY2025-26,2025-09-22,78a1c99f-b827-4e6d-9f11-4c84da9e7e38,Audible,23.38,Subscription,Professional Development,75,Section 8-1 ITAA 1997 - general deduction,23.38,Yes,No,95,"The transaction is for an 'Audible - Subscription'. There is no indication of R&D activity, technical uncertainty, systematic investigation, or genera",No,No,Yes,Deductible under s 8-1 ITAA 1997 if the subscription is related to the business's income-earning activities. Requires documentation (receipt) to substantiate the expense.
FY2024-25,2025-04-01,55b98c81-b58c-4f8c-8a99-c7f10991ff28,Westpac Bank,10,monthly fee,Financial Services,95,Section 8-1 ITAA 1997 - general deduction,10,Yes,No,90,The transaction is a standard monthly bank fee. There is no indication of R&D activity based on the provided information. It does not meet the criteri,No,No,Yes,Receipt required to substantiate the expense. s 8-1 ITAA 1997 allows a deduction for expenses incurred in gaining or producing assessable income or necessarily incurred in carrying on a business for t
FY2024-25,2025-02-03,e1c69a53-1098-4dab-8f2c-88c5b535c528,Westpac Bank,10,monthly fee,Financial Services,95,Section 8-1 ITAA 1997 - general deduction,10,Yes,No,95,"The transaction is a monthly bank fee. There is no indication of R&D activity based on the provided description. Therefore, it does not meet the crite",No,No,Yes,Receipt required to substantiate the expense. s 8-1 ITAA 1997 allows a deduction for expenses incurred in gaining or producing assessable income.
FY2024-25,2024-08-21,bc2fb25c-e52b-4881-843a-044cede4ceef,Audible,23.13,Subscription,Professional Development,75,Section 8-1 ITAA 1997 - general deduction,23.13,Yes,No,60,"The transaction description 'from Audible - Subscription' does not contain any evidence of technical uncertainty, systematic investigation, generation",No,No,Yes,Must relate to current income-earning activity
FY2022-23,2023-04-21,a61bedc7-118b-412a-9078-a15dbe0ab25b,Disaster Recovery QLD Pty Ltd,4949.66,April 2023 Mangement Fee,Professional Services,95,Section 8-1 ITAA 1997 - general deduction,4949.66,Yes,No,90,"The transaction description 'April 2023 Management Fee' does not contain any evidence of technical uncertainty, systematic investigation, generation o",No,No,Yes,Ensure the management fee is commercially reasonable and properly documented to support its deductibility under s 8-1 ITAA 1997.
FY2022-23,2022-09-09,200bfbab-fd15-4ed3-a76c-5645513e18cc,St George,1068.21,Loan Repayment ,Finance Costs,95,Section 8-1 ITAA 1997 - general deduction,1068.21,Yes,No,90,The transaction description 'Loan Repayment' does not contain any evidence of R&D activities as defined under Division 355 of the ITAA 1997. There is ,No,No,Yes,Requires loan agreement and repayment schedule to verify deductibility under s 8-1 ITAA 1997. The expense must be incurred in gaining or producing assessable income or necessarily incurred in carrying
FY2025-26,2025-08-21,fbc72a52-61b8-467a-9e8f-9bdf78b077be,Audible,23.85,Subscription,Professional Development,75,Section 8-1,23.85,Yes,No,95,"The transaction is for an 'Audible - Subscription'. There is no indication of R&D activity, technical uncertainty, systematic investigation, or genera",No,No,Yes,Deductible under s 8-1 ITAA 1997 if the subscription relates to the business's income-earning activities. Requires documentation (receipt) to substantiate the expense.
